detected,relative_duration,relative_depth
True,7.112436877701506,8.650041201246825
True,35.556055318155906,21.90273252195499
True,3.6058744675152306,55.03755684808373
True,38.03794720827342,70.04720218080227
True,18.571221020423923,28.74011409493415
True,6.179434951187701,74.59929038070204
True,9.48273767785767,1.4268013002917594
True,32.56466330166901,86.18357005523129
True,10.50561976566359,38.300830919671064
True,16.325549284036295,17.786272077410228
True,18.69965539986769,17.95010264958555
True,10.526631610281918,70.76705358566339
True,31.238046912246574,71.19634563913156
True,14.17662351140983,86.58916749939563
True,32.915121543878584,78.42000073369205
True,12.632361393352717,31.0733288898907
True,15.89720463165056,75.51979763527272
True,23.239901216390233,31.674943149921084
True,25.447104923292386,85.31806448701845
True,9.810404943155074,28.315865532774325
True,19.61428044732234,51.29033064309592
False,0.8351550527198053,77.2721160247667
True,33.725337848191195,16.260145409271008
True,0.4560815536202164,4.175564380990744
True,23.439638733945397,32.6293318207559
True,27.127365807390937,42.57650054164742
True,15.310891948202816,7.89502243658968
True,10.917561315361997,71.97327250624315
True,32.06090616958047,42.34856275586972
True,12.325033646650192,46.409346775269356
True,23.40020124779482,6.830470042065377
True,13.886376448970767,94.72874379313515
True,10.110351949944588,3.782589543051751
True,4.209665040548461,86.45680388536303
True,25.9810309387016,54.14669850654728
True,4.056693151678058,32.781183345505866
True,13.812767283096075,9.26834122052272
True,15.780053846128252,62.549450616864405
True,10.775025573981232,24.69022525994195
True,12.572103512218288,44.14299614470381
True,22.43251617130661,92.81364667992364
True,18.076883780762504,68.39484483626222
True,19.495801688226255,59.49476788670431
True,35.0775894949078,3.65391283546855
True,38.43017005641766,87.37428724241026
False,5.381265263368411,76.72975017279474
True,30.995104570480716,97.30531385113306
True,22.278793053004804,48.52122756357444
True,39.09957209212753,39.463956304077165
True,39.21825686658752,91.55199980651301
True,18.944742539039005,46.39314677501667
True,6.751105193989207,1.6504677233258642
True,34.55174426819114,37.224408267215885
True,5.311718779564711,7.957687369257884
False,1.5930959034604757,14.953616157589307
True,29.028523641201822,40.076579899877174
True,26.8713743347014,81.27794778634099
True,37.17174702824277,33.29702801387979
True,39.95268346864984,18.84063240605324
True,6.863060258528475,28.437787726287134
False,2.4436263514696703,75.09396787244518
True,13.87579677535111,97.24807540713759
True,7.639907578413737,79.31509947923848
True,31.86922340589825,47.57616200039818
True,30.765253623062407,22.943863425122295
True,34.456661216444736,69.10421653483802
True,13.528699159022823,13.231462009059184
True,10.515002538324314,40.75033870320469
True,14.481646096794353,56.405417928978416
True,5.0843840285491675,44.665111565206765
True,16.674478185734284,91.16732085953268
True,23.412333868658518,88.06329728335757
True,21.8940083040969,75.7819124531082
