detected,relative_duration,relative_depth
False,23.850270969093078,31.795831924208443
False,15.155532766487084,14.751470128973123
False,25.1281630819298,29.726868224487074
False,2.8032036038637753,31.367282640370586
False,18.96431578573885,14.224074148113584
False,2.238656908624248,8.531094153678794
False,7.982803928058607,31.182568168876585
False,20.258460435778325,39.650640208258835
False,17.771568824487833,21.452446420761873
False,39.33462282838397,26.04611438348504
True,28.312135854823808,2.4119653573809137
False,19.57316300299977,17.307262365124437
False,2.0048008538901616,30.278306788886194
False,10.617208531807321,15.410578662180303
False,9.351077357535026,34.66371428683631
False,4.029862698460569,6.585741652956526
True,33.43843759421584,7.532192480722179
False,35.22649071270057,23.48968875786526
False,16.003288125660312,39.96972567473813
False,21.058182714262582,8.209395567464805
False,19.85234757870685,25.16006433689306
False,39.629558912430944,18.286428706089588
False,15.371067808776923,35.053716136320915
False,33.74590681241241,20.327334754348897
False,21.848247078423604,18.35419748497396
True,34.808045554598465,6.885642183778738
False,2.7548486261667113,27.829082296566035
False,5.880015449094042,14.590534185327384
False,1.987243928739538,31.093324839797905
True,7.179529705684563,1.9044740302654648
False,3.30249648175838,26.881791329134995
False,14.556642751653275,27.56485091775905
False,25.701661904829447,12.87642260196326
False,24.237750037199024,34.72267248688854
True,7.324293874904634,1.2604530810342651
False,25.880156455728855,25.36851438134225
False,37.59861178714967,25.694872824823815
False,31.83735587677175,38.097707895638635
False,32.494824477708846,9.406642308243645
False,21.746709019500383,34.49443630361517
False,27.37652418468504,19.215447223666633
False,1.643667558077439,2.644513048405633
False,23.243708677174563,25.881176660333864
True,8.229255912221515,3.3126654172879593
False,39.922933854570516,31.5526131735135
True,39.7813716969961,7.18919385974649
False,25.0832244356364,14.653302669276849
False,4.2081238840947295,23.001107641751897
False,2.9835113772060624,9.347641436912983
False,35.68203344620738,16.213174566119314
False,31.04139016796111,14.771106780687383
False,1.031870296809148,4.0577512025921925
True,21.66632024257725,4.906518602389237
False,20.425478396947256,13.11848311302701
False,7.775842925984255,34.15205171716003
False,27.75393318905812,11.946039929118156
False,35.06653148075644,23.41570714754414
False,19.767302410953047,22.781361953631826
False,1.813087727737392,39.902390501947714
False,10.5438029478294,24.262925719271394
False,13.840250498678207,20.05511179234469
False,7.770679194347505,18.55808340668952
False,30.809129523946435,4.7209799308559
False,4.838489511902528,29.83407211201547
True,24.17179735302363,6.593897218887156
False,20.78931430021844,29.808416703117903
False,18.760442751773855,3.907172020733241
True,13.044143651126115,2.1094192925796307
True,39.21759410948077,13.887241264219304
False,18.699978745038834,27.037735127066167
False,32.448669320971575,6.874818149041608
False,1.0612014675405117,26.637059447468044
False,11.085129722762682,30.205987084638036
True,29.035548744378605,5.5470590161360125
False,34.461197864537084,23.041449628913934
False,14.620522547607246,36.00041993802032
False,5.6185486685770885,23.26534381837514
False,20.973198375447534,34.954466272939186
False,3.0180185283939465,39.20148722857105
False,2.4006253623639315,22.62647057192529
True,8.60560580131013,2.5404683194668847
False,5.568319977365764,36.60268493842135
False,19.088345032393498,39.408640421509105
False,31.802958869848577,21.748917469646194
True,7.60798991697523,2.41948747354287
False,37.992033721391664,31.035129925789295
False,5.910810909704378,12.48432782689988
False,6.661605673204826,27.313261768955982
False,9.087664484248979,34.1240070540415
False,2.514549921825299,18.23642545272435
True,26.118476784621244,5.485698623289449
True,20.372829530772012,0.23030556536751862
False,9.948777567000326,38.48521054327485
False,37.17840604294894,15.568037538657542
False,38.685173544324684,13.771065617426961
True,24.886713323405285,3.0490784769548407
False,6.0834266071234095,4.8718610209803455
True,17.113869948780334,11.12755113333166
True,18.583359814959234,3.804279104699375
False,29.89013986187257,31.927694920363518
False,28.75063886701827,19.66291963589058
False,10.180141229761091,38.01214457291719
False,14.776573010995406,22.329580231496763
False,18.841556153987778,27.744163413631366
False,17.80173454692743,31.711070190365106
False,38.16306068299322,34.562521640020584
False,22.10448554621758,32.89985612936986
False,16.087049275534632,29.022920890631482
False,37.860537422592934,8.220736216173027
False,1.5288018634932252,24.529859382509223
True,26.961214783709554,7.732441965892354
False,9.704447953115197,38.01861859615646
False,6.301536294264693,21.150211625638295
False,5.5887983285965435,11.803382265702226
False,19.276569706794774,34.57943354317278
False,10.905308565332044,29.94728979519565
True,14.88158711741799,2.948183951827615
True,26.638668536732517,0.9852076208475216
False,15.5636273271976,30.898838006997895
False,31.461164423807283,31.97684245030733
False,17.650235292948015,33.36085317039098
False,6.387308425552381,38.02146363757276
False,26.219917737530437,5.057529432252955
False,5.963622641553036,38.73944539921049
False,26.012763456904988,26.106440762322723
False,30.785845894492404,23.332754302132507
True,35.10089138023283,1.4313545385007806
False,9.934252834245804,25.98446168583744
False,12.154358955840735,37.39514858516759
False,39.35055833972232,24.14378660916792
False,11.31748566596573,9.556835100166927
True,27.691541050372845,8.035553419329341
False,5.630381667877205,24.9050189656713
False,3.568801891960993,32.091111530855486
False,25.77224759731968,33.83248083814554
False,8.04407321595523,5.29506195857056
False,28.46284044085627,39.55102045982416
False,9.779212776457783,28.99639458875892
False,14.975788522840437,38.233611970075586
True,6.86424782562255,2.5998012265155466
False,11.561893295594706,32.30380268492442
True,28.451610448979824,5.997287038965761
False,5.23189507390953,32.589265618029145
True,17.962265946746005,5.953023109795005
False,12.217737834954443,10.772394683134872
True,17.027307555838412,12.626893822372756
False,31.775700775593567,36.487054158017585
True,18.395305554405848,2.5454303553746818
False,2.0701004273063375,30.18750564764665
False,1.5803192558258166,13.727766028638076
False,15.943076157533365,20.5270999784218
False,39.253072804585216,16.849964053200303
False,7.49048778379503,16.25880252029413
False,1.0384123134886494,37.50595137404145
False,4.6730051331166385,27.98871792047216
False,6.147400328537626,10.418617376205905
False,20.153594484623063,33.564164387775385
False,20.276378740072182,18.310832686421875
False,39.2030461646423,21.173964411947985
False,35.81274452192669,38.929566731341886
False,28.165887703349775,17.51959212506177
True,38.46229141305476,9.740332787521579
False,15.878280370090492,27.160236775017324
True,26.49742494897783,13.698619509844711
False,35.84029194611864,28.155839746339556
False,8.553060012114384,10.364283149683276
True,9.424198019138286,4.378643312698553
False,18.24773242940936,16.00611264300109
True,13.880086363233888,1.8145353864216112
False,17.44447344568531,33.09234266554103
True,32.836358550849624,5.8291189051801755
True,19.743342273692832,1.4910888599661773
True,38.51946795631171,7.5116676833433385
False,39.903739851036164,31.137395320842018
False,16.814246646608915,20.312316280369064
False,13.708012344615929,13.000563222278
False,27.563490878881975,27.725727217589984
True,35.90277738972873,9.96902930947896
True,11.260982787527183,4.564456787885497
False,24.42036576434697,22.670033694254045
True,39.87658799587839,3.761763816289449
False,0.8650309550270501,23.52450829866277
False,2.255713048235548,23.79777459480041
False,31.221183611681997,21.48750318858479
True,12.720014559715688,1.6094764539219324
False,19.595818614003043,37.143406665653735
False,22.84918415168245,16.082131528676637
False,22.870228867277294,33.556896509087814
True,25.16573198924032,0.12061847728813824
False,33.88118676621587,36.71061596399414
False,4.211907934945572,9.871368579872069
False,17.51892170105542,32.14680198869607
False,16.91239542538121,10.680042399438149
False,7.441385849661899,11.78468082986342
False,12.76709214587137,13.949718495501829
False,2.0599076991675433,20.4155849636301
True,3.132076174303076,1.9070289101831837
False,6.2931947594269575,11.33882639717622
False,10.660777895451332,27.82863837971403
False,39.85624671730972,22.540049875897605
True,17.35037844789604,7.091059667035536
False,1.0369239206464425,32.128035632986915
True,34.098651298657806,12.826322248086802
False,5.0610798774258505,29.967359762056784
False,14.911495033359586,37.71021173249126
False,7.0577724265756405,39.756959326417366
False,34.351932444014835,27.656356156120342
False,11.379549868127839,10.239287968968588
False,13.449598725476848,31.87404964359832
False,34.92551096737639,22.707340012355775
True,9.031209493667486,0.2129636066228519
False,24.908326598261965,15.661312143101487
False,26.300575399016495,15.020483835664475
False,12.742069756291015,37.372268898104096
False,39.85525348567018,35.22001193781678
False,8.012522795951286,10.867104984901074
False,28.384763657128016,34.93268394671877
False,15.439651442427353,20.802238749834455
False,4.373973486878065,38.9229895744017
True,13.639806808994628,5.6044618986123185
False,5.7997817687403534,9.221876998026582
False,21.37511679973974,34.20168858551133
False,11.827140688104269,32.41167954650211
True,17.17254834357403,3.6524650461069976
False,7.913417570530003,36.27356761154806
False,10.57395624414219,12.507326977203782
